,index,category,answer,question
340,9194,state capitals,it rhymes with noisy,Boise
341,9195,state capitals,"if you go over to dover, you'll be in the capital of this state",Delaware
342,9196,state capitals,new york's erie canal extends from buffalo to near this state capital,Albany
343,9197,state capitals,washington-on-the brazos was the capital of texas for a short time before this city became its permanent capital,Austin
344,9198,state capitals,"trenton, the capital of this state, was originally known as trent's town",New Jersey
345,9305,geography,pope john paul ii was born in wadowice in this country,Poland
346,9306,geography,tamil nadu & uttar pradesh are states in this country,India
347,9307,geography,"the name of this french riviera city is spelled like an english word meaning ""pleasant\""",Nice
348,9308,geography,bolivia has 2 capitals: sucre (judicial) & this one (administrative),La Paz
349,9309,geography,"the largest of japan's 4 chief islands, it's considered the mainland of japan",Honshu
350,9424,river country,"the thames, the avon, the tweed",England
351,9425,river country,"the ganges, the brahmaputra, the godavari",India
352,9426,river country,"the loire, the seine, the marne",France
353,9427,river country,"the weser, the rhine, the rhur",Germany
354,9428,river country,"the tiber, the arno, the po",Italy
355,9552,state capitals,"the farthest inland deep-water port on the mississippi river, it became louisiana's capital in 1849",Baton Rouge
356,9553,state capitals,its original name was michigan,Lansing
357,9554,state capitals,"it became a state capital primarily through the efforts of abraham lincoln, who was then in the legislature",Springfield
358,9555,state capitals,this capital lies on the susquehana river about 36 miles northeast of gettysburg battlefield,Harrisburg
359,9556,state capitals,"named for a 19th century german chancellor, it was founded as the northwest  terminus of the northern pacific railroad",Bismarck
360,9581,geographic superlatives,"among the world's rivers, the nile is the longest & the jordan holds this geographic distinction",the lowest in elevation
361,9658,countries by newspapers,the daily yomiuri & the fukui shimbun,Japan
362,9659,countries by newspapers,zlinske noviny & the prague business journal,the Czech Republic
363,9660,countries by newspapers,the medicine hat news & the labradorian,Canada
364,9661,countries by newspapers,the cebu daily news & the mindanao times,The Philippines
365,9662,countries by newspapers,correio da bahia & diario da amazonia,Brazil
366,9776,state flags,"december 7, 1787--the date it ratified the constitution--is on its flag",Delaware
367,9777,state flags,"on this state's flag, adopted in 1907, a sheaf of grain, not a potato, symbolizes state agriculture",Idaho
368,9778,state flags,a badger & the year 1848 appear on this state's flag,Wisconsin
369,9779,state flags,"appropriately, this ""evergreen state"" is the only state that has a green flag",Washington
370,9780,state flags,"the motto on this state's flag is translated as ""if you seek a pleasant peninsula, look around you\""",Michigan
371,9784,mountains,"one of europe's few active volcanoes, stromboli lies in the tyrrhenian sea off the coast of this nation's ""toe\""",Italy
372,9785,mountains,"at 6,952 feet above sea level, hvannadalshnukur is this north atlantic island nation's highest point",Iceland
373,9786,mountains,"jabal katrinah on this peninsula is egypt's highest peak; in the 1970s, during occupation, it was israel's highest point",the Sinai Peninsula
374,9787,mountains,the 1980 eruption of mount saint helens in this washington range was the first in the lower 48 states since 1917,the Cascades
375,9788,mountains,"tbilisi, georgia, is a major city in this range",the Caucasus
376,9971,geographic terms,"florida is one of these, michigan is made up of several & alaska is the biggest one in the americas",peninsula
377,10257,"geography ""b\""","in europe, the beautiful blue danube eventually empties into this sea of another color",the Black Sea
378,10258,"geography ""b\""","o this little town in pennsylvania's lehigh valley is known as the ""christmas city\""",Bethlehem
379,10259,"geography ""b\""",this country that's named for a south american hero lies on peru's eastern border,Bolivia
380,10260,"geography ""b\""",it forms a republic with herzegovina,Bosnia
381,10261,"geography ""b\""",until 1973 these islands off the southeast coast of florida belonged to great britain,the Bahamas
382,10340,state capitals,"this nevada capital was founded by abraham curry, who named it for a famous frontier scout",Carson City
383,10341,state capitals,"more than half of all u.s. coins are made at the mint in this ""mile high city\""",Denver
384,10342,state capitals,"this state capital was founded by john sutter, jr. a year after gold was discovered on his father's sawmill",Sacramento
385,10343,state capitals,"the 20-foot tall statue that stands in this capital's city hall plaza was a gift from the citizens of genoa, italy",Columbus (Ohio)
386,10344,state capitals,peter stuyvesant gave it the name beverwyck in 1652; 12 years later it was given its present name,Albany (New York)
387,10386,state the college team,"gators, seminoles",Florida
388,10387,state the college team,"longhorns,  aggies",Texas
389,10388,state the college team,"wildcats, sun devils",Arizona
390,10389,state the college team,"black knights, orangemen",New York
391,10390,state the college team,"indians, razorbacks",Arkansas
392,10439,landmarks,"located se of charlottesville, virginia, it has 3 stories, an octagonal dome & 33 rooms of varying shapes",Monticello
393,10500,mountains,"to trek through its khumbu icefall, lhotse face & south col, your team needs a $70,000 permit from nepal's government",Mount Everest
394,10737,strait talk,fata morgana is a mirage that appears in the strait of messina between italy & this island,Sicily
395,10738,strait talk,"punta arenas, chile overlooks the south american strait named for this explorer",Ferdinand Magellan
396,10739,strait talk,this westernmost strait helps keep the mediterranean sea from becoming a shrinking salt lake,the Strait of Gibraltar
397,10740,strait talk,you'll have to cross the bass strait if you want to travel from melbourne to this australian state,Tasmania
398,10741,strait talk,it separates the continents of asia & north america at their closest point,the Bering Strait
399,10942,where we went on summer vacation,"...to hawaii where we got to pig out & dance the hula at one of these native feasts, right on the beach",a luau
400,10943,where we went on summer vacation,"…to italy, where we tasted tiramisu, which was yummy, & gorgonzola, a type of this, which was yucky!",cheese
401,10944,where we went on summer vacation,…to this u.s. city where we got to see mt. rainier form the top of the space needle,Seattle
402,11077,state of interest,"this ""new"" state is the southeast one of ""the four corners states\""",New Mexico
403,11078,state of interest,"pend oreille is the largest of the thousands of lakes in this ""gem state\""",Idaho
404,11079,state of interest,it's the only state that shares its border with only one other state,Maine
405,11080,state of interest,middlesboro in this state of abe lincoln's birth promotes itself as the only u.s. city built within a meteor crater,Kentucky
406,11081,state of interest,"the town of levan (navel, backwards) is located in the middle of this state whose symbol is a beehive",Utah
407,11129,geography,"the great lakes are huron, ontario, michigan, erie & this one whose name implies greatness",Lake Superior
408,11130,geography,this largest city in new mexico has 2 qs & 3 us in its name,Albuquerque
